CHAVE DE ACESSO,MODELO,SÉRIE,NÚMERO,NATUREZA DA OPERAÇÃO,DATA EMISSÃO,EVENTO MAIS RECENTE,DATA/HORA EVENTO MAIS RECENTE,CPF/CNPJ Emitente,RAZÃO SOCIAL EMITENTE,INSCRIÇÃO ESTADUAL EMITENTE,UF EMITENTE,MUNICÍPIO EMITENTE,CNPJ DESTINATÁRIO,NOME DESTINATÁRIO,UF DESTINATÁRIO,INDICADOR IE DESTINATÁRIO,DESTINO DA OPERAÇÃO,CONSUMIDOR FINAL,PRESENÇA DO COMPRADOR,VALOR NOTA FISCAL,NÚMERO PRODUTO,DESCRIÇÃO DO PRODUTO/SERVIÇO,CÓDIGO NCM/SH,NCM/SH (TIPO DE PRODUTO),CFOP,QUANTIDADE,UNIDADE,VALOR UNITÁRIO,VALOR TOTAL
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,,,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,2.0,LAMINA ESTILETE LARGO 18MM CX/10 UNDS,82119400.0,"Lâminas para facas, de metais comuns",5102.0,20.0,CX,2.85,57.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,,,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,3.0,"GRAMPEADOR METAL , GRAMPO 26/6",84729040.0,"Máquinas para apontar lápis, perfuradores, grampeadores e desgrampeadores",5102.0,10.0,UNIDAD,13.6,136.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,,,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,4.0,GRAMPO GALVANIZADO 26/6 CX/1000 UND,83052000.0,"Grampos apresentados em barretas, de metais comuns",5102.0,51.0,CX,1.9,96.9
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,,,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,5.0,Envelope Papel 24x34 KRAFT BRANCO,48171000.0,"Envelopes, de papel ou cartão",5405.0,10.0,PCT,97.0,970.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,,,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,6.0,LIVRO PROTOCOLO CORRESPONDENCIA 100F,48201000.0,"Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes",5405.0,50.0,UNIDAD,10.7,535.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,,,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,7.0,Pasta Arquivo Plástica em L,42021210.0,"Baús para viagem, malas e maletas, incluindo as de toucador e as maletas e pastas de documentos e para estudantes e artefatos semelhantes, com a superfície exterior de plásticos ou de matérias têxteis",5102.0,20.0,UNIDAD,27.0,540.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,,,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,8.0,Pasta Arquivo Plastico com Aba Elástica,42021210.0,"Baús para viagem, malas e maletas, incluindo as de toucador e as maletas e pastas de documentos e para estudantes e artefatos semelhantes, com a superfície exterior de plásticos ou de matérias têxteis",5102.0,25.0,UNIDAD,1.5,37.5
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,,,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,9.0,PASTA AZ OF L.LARGO SHINE,48203000.0,"Classificadores, capas para encadernação (exceto as capas para livros) e capas de processos",5405.0,25.0,UNIDAD,13.8,345.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,,,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,10.0,PINCEL MARCADOR PARA QUADRO BRANCO AZ,96082000.0,"Canetas e marcadores, com ponta de feltro ou com outras pontas porosas",5102.0,25.0,UNIDAD,1.8,45.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,,,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,11.0,PINCEL MARCADOR AVULSO VM,96082000.0,"Canetas e marcadores, com ponta de feltro ou com outras pontas porosas",5102.0,25.0,UNIDAD,1.7,42.5
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,,,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,12.0,"PILHA ALCALINA MAX AAA PAL 1,5V",85061019.0,"Outras pilhas alcalinas, de dióxido de manganês",5102.0,100.0,PCT,3.6,360.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,,,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,13.0,CANETA ESFEROGRÁFICA ECONOMIC AZUL,96081000.0,Canetas esferográficas,5102.0,100.0,UNIDAD,0.98,98.0
13240132969749000138550010000025911980503676,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,2591,Venda de mercadoria,2024-01-22 00:22:00,,,32969749000138,R G XAVIER GUIMARAES LTDA,54080185,AM,MANAUS,9580252000101,CENTRO DE EMBARCACOES DO COMANDO MILITAR DA AMAZONIA,AM,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,14.0,CANETA ESFEROGRAFICA COR PRETA,96081000.0,Canetas esferográficas,5102.0,100.0,UNIDAD,0.9,90.0
26240100323090000151550010000778311445412925,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,77831,REMES MAT PREST SERV,2024-01-12 12:03:00,,,00323090000151,SOLL -SERVICOS OBRAS E LOCACOES LTDA,23874090,PE,OLINDA,394544004172,MINISTERIO DA SAUDE DISTRITO SANITARIO ESPECIAL INDIGENA PE,PE,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,1.0,CJ HELANCA AZUL ROYAL M,63090010.0,"Vestuário, seus acessórios e suas partes, usados",5949.0,8.0,CJ,50.23,401.84
26240100323090000151550010000778311445412925,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,77831,REMES MAT PREST SERV,2024-01-12 12:03:00,,,00323090000151,SOLL -SERVICOS OBRAS E LOCACOES LTDA,23874090,PE,OLINDA,394544004172,MINISTERIO DA SAUDE DISTRITO SANITARIO ESPECIAL INDIGENA PE,PE,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,2.0,BOTA PVC CANO CURTO PTO 38,64019200.0,Calçados impermeáveis de borracha/plástico cobrindo tornozelo,5949.0,1.0,UNIDAD,34.27,34.27
26240100323090000151550010000778311445412925,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,77831,REMES MAT PREST SERV,2024-01-12 12:03:00,,,00323090000151,SOLL -SERVICOS OBRAS E LOCACOES LTDA,23874090,PE,OLINDA,394544004172,MINISTERIO DA SAUDE DISTRITO SANITARIO ESPECIAL INDIGENA PE,PE,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,3.0,MEIA ESPORTIVA BRANCA,61159900.0,Outras meias de malha de outras matérias têxteis,5949.0,16.0,UNIDAD,2.85,45.6
26240100323090000151550010000778311445412925,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,77831,REMES MAT PREST SERV,2024-01-12 12:03:00,,,00323090000151,SOLL -SERVICOS OBRAS E LOCACOES LTDA,23874090,PE,OLINDA,394544004172,MINISTERIO DA SAUDE DISTRITO SANITARIO ESPECIAL INDIGENA PE,PE,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,4.0,BOTA PVC CANO CURTO PTO 37,64019200.0,Calçados impermeáveis de borracha/plástico cobrindo tornozelo,5949.0,1.0,UNIDAD,34.1,34.1
26240100323090000151550010000778311445412925,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,77831,REMES MAT PREST SERV,2024-01-12 12:03:00,,,00323090000151,SOLL -SERVICOS OBRAS E LOCACOES LTDA,23874090,PE,OLINDA,394544004172,MINISTERIO DA SAUDE DISTRITO SANITARIO ESPECIAL INDIGENA PE,PE,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,5.0,BOTA PVC CANO CURTO PTO 36,64019200.0,Calçados impermeáveis de borracha/plástico cobrindo tornozelo,5949.0,2.0,UNIDAD,35.24,70.48
43240112889035000102550010003280411514625164,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,328041,"VENDA DE MERCADORIA ADQ OU RECEB DE TERC, DEST A NAO CONTRIB",2024-01-16 09:22:00,,,12889035000102,INOVAMED HOSPITALAR LTDA,390157570,RS,ERECHIM,394544004172,MINISTERIO DA SAUDE DISTRITO SANITARIO ESPECIAL INDIGENA PE,PE,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,1.0,SINVASTATINA 40 MG CP HOSP (G) SINVASTATINA,30039069.0,"Medicamento contendo outros tiocompostos orgânicos, etc.exceto em doses",6108.0,21600.0,CP,0.13,2808.0
35240103508097000217550010000052651072024018,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,5265,OUTRAS REMESSAS DE BEM DO ATIVO,2024-01-08 12:23:28,,,03508097000217,REDE NACIONAL DE ENSINO E PESQUISA - RNP,795438273115,SP,CAMPINAS,10727655000543,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA",MG,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,1.0,"HARDWARE, ROTEADOR (ROUTER), marca: JUNIPER, modelo: SRX345-SYS-JE-2, número de série: DS3720AN0116",85176249.0,Outros roteadores digitais,6949.0,1.0,UNIDAD,4948.54,4948.54
35240101559403000138550030001344161759370688,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,3,134416,REMESSA EM COMODATO,2024-01-18 13:05:00,,,01559403000138,BIO 2 IMP. E COM DE MAT. MED. HOSP. LTDA,148787084119,SP,SAO PAULO,394429010688,COMANDO DA AERONAUTICA,SP,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,1.0,BOMBA DE INFUSAO POWERPUMP LT - Lote:0408CE627 - Valid:31/12/2049 - Ref.: 906058,90189099.0,"Outros instrumentos e aparelhos para medicina, cirurgia, etc",5908.0,1.0,UNIDAD,9477.0,9477.0
35240101559403000138550030001344161759370688,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,3,134416,REMESSA EM COMODATO,2024-01-18 13:05:00,,,01559403000138,BIO 2 IMP. E COM DE MAT. MED. HOSP. LTDA,148787084119,SP,SAO PAULO,394429010688,COMANDO DA AERONAUTICA,SP,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,2.0,CABO P/ BOMBA - Lote:S/N - Valid:31/12/2049 - Ref.: Z0102-01,90181910.0,Endoscópios,5908.0,1.0,UNIDAD,120.0,120.0
35240101559403000138550030001344161759370688,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,3,134416,REMESSA EM COMODATO,2024-01-18 13:05:00,,,01559403000138,BIO 2 IMP. E COM DE MAT. MED. HOSP. LTDA,148787084119,SP,SAO PAULO,394429010688,COMANDO DA AERONAUTICA,SP,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,3.0,CASE P/ BOMBA DE INFUSAO (W.O.M) - Lote:CASE - Valid:31/12/2049 - Anvisa:0 - Ref.: MK0054003,90213999.0,Outras partes/acessórios de artigos e aparelhos de prótese,5908.0,1.0,UNIDAD,480.0,480.0
43240103746938001387550040001482911451453628,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,4,148291,OUTRAS SAIDAS,2024-01-04 16:46:42,,,03746938001387,BRS SUPRIMENTOS CORPORATIVOS S/A,1240336230,RS,SAO LEOPOLDO,10764307001356,INSTITUTO FED. DE EDU. CIENCIA E TEC. DA BAHIA,BA,CONTRIBUINTE ISENTO,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,1.0,Copo Descartavel PP Biodegrad 200ml PCT 100UN,39241000.0,"Serviços de mesa e outros utensílios de mesa ou de cozinha, de plásticos",6949.0,4.0,UNIDAD,7.34,29.36
43240103746938001387550040001482911451453628,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,4,148291,OUTRAS SAIDAS,2024-01-04 16:46:42,,,03746938001387,BRS SUPRIMENTOS CORPORATIVOS S/A,1240336230,RS,SAO LEOPOLDO,10764307001356,INSTITUTO FED. DE EDU. CIENCIA E TEC. DA BAHIA,BA,CONTRIBUINTE ISENTO,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"9 - OPERAÇÃO NÃO PRESENCIAL, OUTROS",,2.0,Pen Drive Go Tech 32GB 3.0,85235190.0,Outros dispositivos de armazenamento não volátil de dados,6949.0,44.0,UNIDAD,41.99,1847.56
33240111637221000191550010000271611968108323,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,27161,BONIFICACAO,2024-01-30 08:56:00,,,11637221000191,PROMOVENDO COM. E REPRES. DE MATERIAL HOSP. LTDA,78995734,RJ,RIO DE JANEIRO,394429006575,HOSPITAL CENTRAL DA AERONAUTICA,RJ,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,1 - OPERAÇÃO PRESENCIAL,,1.0,LIAISON CONTROL CMV IGM II,30021590.0,"Outros produtos imunológicos, apresentados em doses ou acondicionados para venda a retalho",5910.0,1.0,KT,88.22,88.22
25240108761132000148558929001807301681639327,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,892,900180730,VENDA,2024-01-08 11:34:43,,,***.128.604-**,CELINA COSTA DE SOUZA,-1,PB,SAO BENTO,5526783000408,"MINISTERIO DO DESENVOLVIMENTO SOCIAL, FAMILIA E COMBATE A FO",DF,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,1.0,FRANGO CAIPIRA ABATIDO,2071300.0,"Pedaços e miudezas, de galos/galinhas, frescos/refrigerados",6101.0,69.0,KG,25.12,1733.28
21240103526252000147558902430102691512381960,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,890,243010269,DA DE PRODUCAO DO ESTABELECIMENTO,2024-01-24 09:58:39,,,***.654.363-**,MARINILDE BELFORT MATOS,-1,MA,SAO LUIS,5526783000165,"MINISTERIO DO DESENVOLVIMENTO E ASSISTENCIA SOCIAL, FAMILIA",AM,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,1.0,PIMENTA DE CHEIRO,7099990.0,"Outros produtos hortícolas, frescos ou refrigerados",6101.0,60.0,KG,18.33,1099.8
21240103526252000147558902430102691512381960,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,890,243010269,DA DE PRODUCAO DO ESTABELECIMENTO,2024-01-24 09:58:39,,,***.654.363-**,MARINILDE BELFORT MATOS,-1,MA,SAO LUIS,5526783000165,"MINISTERIO DO DESENVOLVIMENTO E ASSISTENCIA SOCIAL, FAMILIA",AM,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,2.0,QUIABO,7099990.0,"Outros produtos hortícolas, frescos ou refrigerados",6101.0,80.0,KG,14.23,1138.4
21240103526252000147558902430102691512381960,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,890,243010269,DA DE PRODUCAO DO ESTABELECIMENTO,2024-01-24 09:58:39,,,***.654.363-**,MARINILDE BELFORT MATOS,-1,MA,SAO LUIS,5526783000165,"MINISTERIO DO DESENVOLVIMENTO E ASSISTENCIA SOCIAL, FAMILIA",AM,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,3.0,RUCULA,7099990.0,"Outros produtos hortícolas, frescos ou refrigerados",6101.0,70.0,KG,18.0,1260.0
35240149287841000110550010000011321004038030,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,1132,Venda,2024-01-02 05:49:00,,,49287841000110,HS-CPQ TECNOLOGIA LTDA,122949078110,SP,CAMPINAS,5055128000176,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,PB,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,1.0,Acessorio para Camera fotografica,85176239.0,Outros aparelhos de comutação para telefonia e telegrafia,6108.0,6.0,UNIDAD,307.0,1842.0
53240109255999000194550010000000781887290010,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,78,Venda,2024-01-18 14:27:34,,,09255999000194,"HPL CONSTRUCAO, SEGURANCA E SERVICOS EIRELI",798750700136,DF,BRASILIA,2313673000208,1441 - AGENCIA NAC DO PETROLEO GAS NAT E,RJ,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,0 - NORMAL,1 - OPERAÇÃO PRESENCIAL,,1.0,Medicao 3 do Fornecimento e Instalacao de armarios,-1.0,,5102.0,1.0,UNIDAD,20200.0,20200.0
52240151607431000151550010000001151860625614,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,115,Venda Fora do Estado,2024-01-10 12:36:00,,,51607431000151,F & K BRASIL LTDA,200619381,GO,GOIANIA,10626896000687,INSTITUTO FEDERAL DE EDUCAÇÃO - CAMPUS SJE,MG,CONTRIBUINTE ICMS,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,"2 - OPERAÇÃO NÃO PRESENCIAL, PELA INTERNET",,1.0,Galaxy M54 5G Azul 128GB,85171300.0,,6108.0,3.0,UNIDAD,1813.88,5441.64
43240104004419000172550000000468521472674279,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,46852,VENDA DE MERCADORIAS,2024-01-29 11:19:17,,,04004419000172,RE SOL COMERCIO DE FRUTAS E LEGUMES LTDA,963198726,RS,PORTO ALEGRE,9603878000196,COLEGIO MILITAR DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,1.0,BANANA PRATA,8031000.0,"Bananas-da-terra, frescas ou secas",5102.0,10.0,KG,3.68,36.8
43240104004419000172550000000468521472674279,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,46852,VENDA DE MERCADORIAS,2024-01-29 11:19:17,,,04004419000172,RE SOL COMERCIO DE FRUTAS E LEGUMES LTDA,963198726,RS,PORTO ALEGRE,9603878000196,COLEGIO MILITAR DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,2.0,MELAO ESPANHOL,8071900.0,Melões frescos,5102.0,10.0,KG,4.99,49.9
43240104004419000172550000000468521472674279,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,46852,VENDA DE MERCADORIAS,2024-01-29 11:19:17,,,04004419000172,RE SOL COMERCIO DE FRUTAS E LEGUMES LTDA,963198726,RS,PORTO ALEGRE,9603878000196,COLEGIO MILITAR DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,3.0,PIMENTAO AMARELO,7096000.0,"Pimentões e pimentas dos gêneros Capsicum ou Pimenta, frescos ou refrigerados",5102.0,1.0,KG,15.64,15.64
43240104004419000172550000000468521472674279,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,46852,VENDA DE MERCADORIAS,2024-01-29 11:19:17,,,04004419000172,RE SOL COMERCIO DE FRUTAS E LEGUMES LTDA,963198726,RS,PORTO ALEGRE,9603878000196,COLEGIO MILITAR DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,4.0,PIMENTAO VERMELHO,7096000.0,"Pimentões e pimentas dos gêneros Capsicum ou Pimenta, frescos ou refrigerados",5102.0,1.0,KG,16.2,16.2
43240104004419000172550000000468521472674279,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,0,46852,VENDA DE MERCADORIAS,2024-01-29 11:19:17,,,04004419000172,RE SOL COMERCIO DE FRUTAS E LEGUMES LTDA,963198726,RS,PORTO ALEGRE,9603878000196,COLEGIO MILITAR DE PORTO ALEGRE,RS,NÃO CONTRIBUINTE,1 - OPERAÇÃO INTERNA,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,5.0,TOMATE SALADA,7020000.0,"Tomates, frescos ou refrigerados",5102.0,10.0,KG,7.3,73.0
41240129614830000190550010000078741140340810,55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A,1,7874,REMESSA EM BONIFICACAO DOACAO OU BRINDE,2024-01-04 17:17:33,,,29614830000190,MEDITON FARMACEUTICA LTDA ME,9077196770,PR,PATO BRANCO,394502034200,COMANDO DA MARINHA,RJ,NÃO CONTRIBUINTE,2 - OPERAÇÃO INTERESTADUAL,1 - CONSUMIDOR FINAL,0 - NÃO SE APLICA,,1.0,DIAZEPAM 10MG CPR (CX C/1000)SANTISA,30039074.0,"Medicamento contendo triazolam/alprazolam, etc, exceto em doses",6910.0,500.0,CPR,0.06,30.0
